ID_CLIENT,ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN_eq_WORKING_TOWN,FLAG_RESIDENCE_STATE_eq_WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS_eq_POSTAL_ADDRESS,FLAG_OTHER_CARD,QUANT_BANKING_ACCOUNTS,FLAG_MOBILE_PHONE,FLAG_CONTACT_PHONE,PERSONAL_NET_INCOME,COD_APPLICATION_BOOTH,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,FLAG_CARD_INSURANCE_OPTION,TARGET_LABEL_BAD=1,
27428,21,F,S,18,Y,31,3,0,C,156,Y,Y,Y,Y,12,853,0,Y,N,0,N,N,548,0,1,N,1,
27429,3,F,C,30,Y,31,16,0,P,360,Y,Y,N,Y,12,305,700,Y,N,0,N,N,900,0,0,N,0,
27430,11,F,C,46,Y,31,8,0,P,120,Y,Y,Y,Y,180,100,0,N,N,0,N,N,1000,0,0,N,0,
27431,13,F,S,34,Y,31,12,0,P,420,Y,Y,N,Y,12,215,0,Y,N,0,N,N,650,0,0,N,0,
27432,23,F,S,23,Y,31,25,0,P,12,Y,N,Y,Y,0,60,0,Y,N,0,N,N,300,0,0,N,1,
27433,10,M,S,20,Y,31,8,0,P,48,Y,Y,N,Y,12,806,0,Y,N,0,N,N,264,0,0,N,1,
27434,19,F,S,40,Y,31,28,0,P,36,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
27435,55,F,S,26,Y,31,8,0,P,12,Y,Y,Y,Y,36,222,0,Y,N,0,N,N,410,0,0,N,0,
27436,22,F,C,38,N,50,20,0,P,360,Y,N,Y,Y,12,205,0,Y,N,0,N,N,180,0,0,N,1,
27437,8,F,S,18,Y,31,28,0,P,204,Y,Y,Y,Y,12,918,0,Y,N,0,N,N,250,0,0,N,1,
27438,24,F,V,58,Y,31,12,0,P,300,Y,Y,N,Y,12,13,0,Y,N,0,N,N,1000,0,0,N,0,
27439,24,F,S,28,Y,31,8,0,C,240,Y,Y,Y,Y,24,38,0,Y,N,0,N,N,500,0,0,N,0,
27440,1,F,C,48,Y,31,28,0,P,240,Y,Y,N,Y,48,950,0,Y,N,0,N,N,500,0,0,N,0,
27441,24,F,C,18,Y,31,8,0,P,60,Y,Y,Y,Y,12,653,0,Y,N,0,N,N,270,0,0,N,0,
27442,11,F,C,39,Y,31,12,0,P,360,Y,Y,N,Y,0,720,419,Y,N,0,N,N,0,0,0,N,0,
27443,10,F,V,69,Y,50,12,0,A,24,Y,Y,N,Y,0,703,0,Y,N,0,N,N,878,0,0,N,0,
27444,22,M,O,23,N,50,12,0,P,24,Y,Y,N,Y,24,702,0,Y,N,0,N,N,379,0,0,N,0,
27445,1,M,S,23,Y,31,12,0,P,264,Y,Y,Y,N,12,855,0,Y,N,0,N,N,314,0,0,N,0,
27446,24,F,S,24,Y,31,8,0,A,12,Y,Y,Y,Y,12,30,0,Y,N,0,N,N,180,0,0,N,0,
27447,55,F,S,48,Y,31,12,0,P,216,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,1000,0,0,N,0,
27448,7,M,C,33,Y,5,12,0,P,48,Y,Y,Y,Y,24,707,0,Y,N,0,N,N,420,0,0,N,0,
27449,5,F,S,23,Y,5,1,0,O,120,Y,Y,N,Y,0,205,0,Y,N,0,N,N,180,0,0,N,0,
27450,23,F,S,39,Y,31,12,0,P,420,Y,N,Y,Y,180,60,0,Y,N,0,N,N,246,0,0,N,0,
27451,16,M,S,20,Y,31,20,0,P,240,Y,Y,Y,Y,12,26,0,Y,N,0,N,N,205,0,0,N,0,
27452,17,F,S,41,Y,31,12,0,P,180,Y,Y,Y,Y,120,999,0,Y,N,0,N,N,1100,0,0,N,1,
27453,9,M,O,30,Y,50,12,0,A,12,Y,Y,N,Y,48,211,0,Y,N,0,N,N,500,0,0,N,0,
27454,21,F,C,34,Y,31,1,0,P,12,Y,Y,Y,Y,36,305,0,N,N,0,N,N,3667,0,2,N,0,
27455,4,F,C,63,Y,31,12,0,P,300,Y,Y,N,Y,300,13,0,Y,N,0,N,N,2661,0,0,N,0,
27456,25,F,C,31,Y,31,12,0,P,36,Y,Y,Y,Y,72,24,0,Y,N,0,N,N,300,0,0,N,0,
27457,12,M,C,39,Y,31,12,0,P,36,Y,Y,Y,Y,36,999,0,Y,N,0,N,N,289,0,0,N,0,
27458,16,M,C,37,Y,31,18,0,A,60,Y,Y,Y,Y,36,522,0,Y,N,0,N,N,740,0,1,N,0,
27459,7,F,C,32,Y,5,12,0,O,60,Y,Y,N,Y,0,514,1210,Y,N,0,N,N,0,0,0,N,0,
27460,66,F,S,22,Y,31,12,0,C,264,Y,Y,N,Y,24,916,0,Y,N,0,N,N,1800,0,0,N,0,
27461,25,F,S,21,Y,31,28,0,C,12,Y,Y,N,Y,12,950,0,Y,N,0,N,N,255,0,0,N,1,
27462,25,F,D,32,Y,31,12,0,P,384,Y,Y,Y,Y,12,24,0,Y,N,0,N,N,230,0,0,N,0,
27463,55,F,C,28,Y,31,16,0,O,72,Y,Y,Y,Y,60,205,0,Y,N,0,N,N,360,0,0,N,0,
27464,25,F,S,28,Y,31,20,0,O,12,Y,Y,N,Y,0,950,0,Y,N,0,N,N,400,0,0,N,0,
27465,55,M,S,34,Y,31,25,0,A,36,Y,Y,Y,Y,156,953,0,Y,N,0,N,N,562,0,1,N,0,
27466,19,F,C,44,Y,31,20,0,P,120,Y,Y,Y,Y,240,999,0,Y,N,0,N,N,582,0,2,N,0,
27467,24,F,S,25,Y,50,12,0,P,312,Y,Y,N,Y,60,950,0,Y,N,0,N,N,700,0,0,N,0,
27468,13,M,D,39,Y,31,12,0,P,240,Y,Y,Y,Y,216,514,0,Y,N,0,N,N,1300,0,0,N,0,
27469,7,F,S,24,Y,5,25,0,P,96,Y,Y,Y,Y,24,60,0,Y,N,0,N,N,172,0,0,N,1,
27470,21,M,S,20,Y,31,8,0,A,12,Y,Y,Y,Y,12,40,0,Y,N,0,N,N,250,0,0,N,1,
27471,19,F,S,23,Y,31,16,0,P,48,Y,Y,N,Y,48,999,0,Y,N,0,N,N,181,0,0,N,0,
27472,25,F,S,18,Y,31,23,0,P,204,Y,Y,N,Y,108,950,0,Y,N,0,N,N,250,0,0,N,0,
27473,13,M,C,31,Y,31,12,0,P,48,Y,Y,N,Y,12,222,0,Y,N,0,N,N,846,0,1,N,1,
27474,24,F,S,52,Y,50,18,0,P,360,Y,Y,N,Y,36,703,0,Y,N,0,N,N,1202,0,0,N,0,
27475,21,M,S,24,Y,31,8,0,P,240,Y,Y,N,Y,12,254,0,Y,N,0,N,N,450,0,0,N,0,
27476,25,F,S,22,Y,31,20,0,P,12,Y,Y,Y,Y,12,130,0,Y,N,0,N,N,400,0,0,N,0,
27477,2,M,S,19,Y,31,28,0,P,36,Y,Y,Y,Y,0,213,0,Y,N,0,N,N,450,0,0,N,1,
27478,25,F,S,35,Y,31,12,0,P,408,Y,Y,Y,Y,12,653,0,Y,N,0,N,N,260,0,0,N,0,
27479,9,F,C,44,N,50,20,0,P,12,Y,Y,Y,Y,12,525,0,Y,N,0,N,N,280,0,0,N,0,
27480,21,M,S,27,Y,31,18,0,A,12,Y,Y,Y,Y,48,401,0,Y,N,0,N,N,600,0,0,N,0,
27481,25,F,S,47,N,31,18,0,A,96,Y,Y,Y,Y,96,26,0,Y,N,0,N,N,461,0,0,N,0,
27482,12,F,V,68,N,31,12,0,P,240,Y,Y,N,Y,468,703,0,Y,N,0,N,N,360,0,0,N,0,
27483,21,F,S,31,Y,20,18,0,P,132,Y,Y,N,Y,0,155,0,Y,N,0,N,N,1500,0,0,N,0,
27484,25,F,S,29,Y,31,3,0,C,24,Y,Y,Y,Y,48,38,0,Y,N,0,N,N,500,0,1,N,0,
27485,55,F,S,19,Y,5,18,0,P,276,Y,Y,Y,Y,48,61,0,Y,N,0,N,N,221,0,0,N,0,
27486,22,M,C,25,Y,31,8,0,P,12,Y,Y,N,Y,60,514,0,Y,N,0,N,N,882,0,1,N,0,
27487,9,M,S,19,Y,5,12,0,C,228,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,330,0,0,N,0,
27488,25,M,S,28,Y,33,12,0,P,36,Y,Y,Y,Y,72,312,0,Y,N,0,N,N,500,0,0,N,0,
27489,25,F,S,31,N,31,8,0,P,48,Y,Y,Y,Y,48,653,0,Y,N,0,N,N,390,0,0,N,0,
27490,16,F,S,23,N,31,20,0,A,36,Y,Y,N,Y,12,77,0,Y,N,0,N,N,530,0,0,N,1,
27491,12,M,C,23,N,31,18,0,P,240,Y,Y,N,Y,0,26,0,Y,N,0,N,N,220,0,0,N,0,
27492,21,F,C,38,Y,31,1,0,P,444,Y,Y,Y,Y,168,853,0,Y,N,0,N,N,1800,0,0,N,0,
27493,3,M,C,27,Y,31,20,0,P,12,Y,Y,N,Y,36,950,0,Y,N,0,N,N,2500,0,0,N,0,
27494,14,F,C,36,Y,31,28,0,P,12,Y,Y,N,Y,72,305,0,Y,N,0,N,N,2000,0,0,N,0,
27495,23,M,O,33,Y,31,8,0,P,120,Y,Y,Y,Y,12,301,0,Y,N,0,N,N,1000,0,1,N,0,
27496,7,F,V,44,Y,27,12,0,P,240,Y,Y,Y,Y,108,717,0,Y,N,0,N,N,1200,0,0,N,0,
27497,55,M,C,43,Y,31,20,0,P,120,Y,Y,N,Y,0,222,0,Y,N,0,N,N,500,0,1,N,1,
27498,25,F,S,21,Y,50,8,0,P,168,Y,Y,Y,Y,24,801,0,Y,N,0,N,N,240,0,0,N,0,
27499,25,F,S,23,Y,50,12,0,P,252,Y,Y,Y,Y,0,24,0,Y,N,0,N,N,500,0,0,N,0,
27500,9,F,C,39,Y,5,1,0,P,72,Y,Y,Y,Y,96,24,0,Y,N,0,N,N,296,0,0,N,0,
27501,12,M,S,19,Y,31,18,0,P,240,Y,Y,N,Y,12,40,0,Y,N,0,N,N,231,0,0,N,0,
27502,11,M,C,39,Y,31,8,0,P,36,Y,Y,Y,Y,192,514,0,Y,N,0,N,N,1428,0,0,N,0,
27503,20,F,V,46,Y,31,8,0,P,96,Y,Y,N,Y,312,107,0,Y,N,0,N,N,2102,0,1,N,0,
27504,24,F,C,51,N,50,12,0,A,12,Y,Y,N,Y,60,950,0,Y,N,0,N,N,600,0,0,N,0,
27505,9,F,V,71,Y,5,12,0,P,360,Y,Y,N,Y,12,703,0,Y,N,0,N,N,436,0,0,N,1,
27506,6,F,S,21,Y,23,12,0,P,240,Y,Y,Y,Y,48,713,0,Y,N,0,N,N,258,0,0,N,0,
27507,55,F,S,23,N,50,8,0,P,36,Y,Y,Y,Y,24,205,0,Y,N,0,N,N,500,0,0,N,0,
27508,22,F,C,66,Y,31,20,0,P,480,Y,Y,N,Y,216,13,0,Y,N,0,N,N,180,0,0,N,0,
27509,17,F,V,57,N,50,12,0,P,600,Y,N,N,Y,192,264,0,Y,N,0,N,N,400,0,0,N,0,
27510,1,F,S,27,N,50,28,0,P,108,Y,Y,N,Y,36,165,0,Y,N,0,N,N,400,0,0,N,1,
27511,4,F,S,24,Y,31,12,0,A,24,Y,Y,Y,Y,12,999,0,Y,N,0,N,N,5000,0,0,N,0,
27512,55,M,S,20,Y,31,18,0,P,24,Y,Y,N,Y,0,999,0,Y,N,0,N,N,360,0,0,N,1,
27513,55,M,S,38,Y,31,12,0,P,360,Y,Y,Y,Y,0,522,0,Y,N,0,N,N,2000,0,0,N,0,
27514,23,F,S,29,Y,31,18,0,P,24,Y,Y,N,Y,0,950,0,Y,N,0,N,N,400,0,0,N,0,
27515,17,M,C,21,Y,31,8,0,O,48,Y,Y,N,Y,12,222,0,Y,N,0,N,N,693,0,1,N,1,
27516,19,F,C,53,Y,31,12,0,P,84,Y,Y,Y,Y,36,123,0,Y,N,0,N,N,260,0,0,N,0,
27517,4,M,S,23,Y,31,11,0,C,120,Y,Y,N,Y,36,999,0,Y,N,0,N,N,280,0,0,N,0,
27518,13,F,S,32,Y,31,25,0,P,384,Y,Y,N,Y,12,501,0,Y,N,0,N,N,700,0,0,N,0,
27519,18,F,S,29,Y,23,12,0,P,108,Y,Y,N,Y,12,131,0,Y,N,0,N,N,350,0,0,N,0,
27520,17,F,V,67,Y,31,18,0,P,240,Y,Y,N,Y,120,13,0,Y,N,0,N,N,332,0,0,N,0,
27521,14,M,C,30,Y,31,25,0,O,36,Y,Y,Y,Y,36,134,0,Y,N,0,N,N,700,0,0,N,0,
27522,15,M,C,35,Y,31,20,0,P,132,Y,Y,Y,Y,168,908,0,Y,N,0,N,N,1900,0,2,N,0,
27523,21,F,D,34,Y,31,8,0,A,36,Y,Y,Y,Y,48,205,0,N,N,0,N,N,180,0,0,N,0,
27524,55,F,S,20,N,50,18,0,A,240,Y,Y,N,Y,12,914,0,Y,N,0,N,N,450,0,0,N,0,
27525,20,M,S,35,N,31,18,0,A,24,Y,N,Y,Y,12,105,0,Y,N,0,N,N,803,0,1,N,0,
27526,25,F,S,45,Y,31,12,0,P,300,Y,Y,N,Y,12,950,0,Y,N,0,N,N,300,0,0,N,0,
27527,14,F,S,26,Y,31,1,0,A,36,Y,Y,Y,Y,12,999,0,Y,N,0,N,N,180,0,0,N,1,
27528,66,F,C,34,Y,31,12,0,P,60,Y,Y,Y,Y,72,905,0,Y,N,0,N,N,3000,0,0,N,0,
27529,14,M,S,27,Y,31,12,0,P,240,Y,Y,N,Y,180,999,0,Y,N,0,N,N,500,0,0,N,0,
27530,22,F,S,25,Y,31,8,0,P,276,Y,Y,N,Y,84,24,0,Y,N,0,N,N,231,0,0,N,0,
27531,3,F,S,19,Y,31,25,0,P,252,Y,Y,Y,Y,0,131,0,Y,N,0,N,N,320,0,0,N,1,
27532,11,F,V,71,Y,31,8,0,P,24,Y,Y,N,Y,0,703,0,Y,N,0,N,N,226,0,0,N,0,
27533,23,F,C,33,Y,31,8,0,P,12,Y,Y,N,Y,96,113,0,Y,N,0,N,N,1200,0,0,N,1,
27534,12,F,C,48,N,31,25,0,P,240,Y,Y,N,Y,0,950,0,Y,N,0,N,N,0,0,0,N,0,
27535,22,M,C,72,Y,31,18,0,P,60,Y,Y,N,Y,240,13,0,Y,N,0,N,N,577,0,1,N,1,
27536,24,F,S,36,Y,31,8,0,A,240,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,330,0,0,N,1,
27537,24,F,C,38,Y,50,12,0,A,144,Y,Y,Y,Y,156,652,0,Y,N,0,N,N,1300,0,1,N,0,
27538,21,F,C,33,Y,31,18,0,P,180,Y,Y,Y,Y,24,999,0,Y,N,0,N,N,326,0,0,N,0,
27539,16,F,C,21,Y,31,28,0,P,12,Y,Y,Y,Y,0,999,0,Y,N,0,N,N,300,0,0,N,0,
27540,22,M,C,25,Y,31,3,0,P,12,Y,Y,N,Y,48,999,0,Y,N,0,N,N,250,0,0,N,1,
27541,6,M,S,23,N,50,12,0,C,12,Y,Y,N,Y,24,301,0,Y,N,0,N,N,290,0,0,N,0,
27542,22,M,S,33,Y,31,12,0,P,360,Y,Y,N,Y,168,999,0,Y,N,0,N,N,906,0,1,N,0,
27543,25,F,O,46,Y,50,12,0,P,192,Y,Y,Y,Y,0,717,0,Y,N,0,N,N,2000,0,0,N,0,
27544,55,F,C,46,Y,50,25,0,P,84,Y,N,N,Y,0,999,0,Y,N,0,N,N,180,0,0,N,0,
27545,22,F,S,19,N,31,18,0,P,24,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,250,0,0,N,0,
27546,16,F,V,63,Y,31,12,0,P,228,Y,Y,N,Y,12,13,0,Y,N,0,N,N,212,0,0,N,0,
27547,1,M,C,35,Y,31,18,0,P,432,Y,Y,N,Y,24,953,0,Y,N,0,N,N,229,0,0,N,0,
27548,25,M,S,24,N,50,20,0,P,12,Y,Y,Y,Y,24,706,0,Y,N,0,N,N,400,0,0,N,0,
27549,96,F,S,20,Y,31,12,0,C,240,Y,Y,N,Y,12,35,0,Y,N,0,N,N,576,0,0,N,0,
27550,8,F,S,38,Y,31,3,0,P,24,Y,Y,N,Y,0,165,0,Y,N,0,N,N,300,0,0,N,1,
27551,9,M,S,26,Y,33,12,0,P,144,Y,Y,N,N,84,652,0,Y,N,0,N,N,736,0,1,N,0,
27552,25,F,C,34,Y,50,18,0,P,12,Y,Y,Y,Y,36,999,0,Y,N,0,N,N,350,0,0,N,0,
27553,24,F,C,34,Y,31,20,0,P,24,Y,Y,Y,Y,72,717,0,Y,N,0,N,N,1000,0,0,N,0,
27554,12,M,C,61,Y,31,20,0,P,72,Y,Y,N,Y,0,13,0,Y,N,0,N,N,180,0,0,N,0,
27555,25,F,S,32,Y,31,20,0,P,384,Y,Y,Y,Y,12,254,0,Y,N,0,N,N,444,0,0,N,0,
27556,23,F,S,48,Y,31,8,0,O,36,Y,Y,N,Y,0,704,0,Y,N,0,N,N,1836,0,0,N,0,
27557,24,F,S,21,N,50,25,0,A,576,Y,Y,N,Y,12,999,0,Y,N,0,N,N,480,0,0,N,1,
27558,13,M,C,29,Y,31,8,0,C,0,Y,Y,N,Y,0,707,0,Y,N,0,N,N,445,0,0,N,0,
27559,1,F,C,24,Y,31,18,0,P,60,Y,Y,N,Y,24,863,0,Y,N,0,N,N,1022,0,0,N,0,
27560,10,F,S,23,Y,31,8,0,P,240,Y,Y,N,Y,0,855,0,Y,N,0,N,N,270,0,0,N,0,
27561,4,F,V,46,Y,31,18,0,P,12,Y,Y,N,Y,0,13,0,Y,N,0,N,N,1002,0,1,N,0,
27562,22,F,S,32,Y,31,25,0,P,72,Y,Y,Y,Y,12,30,0,Y,N,0,N,N,251,0,0,N,0,
27563,55,F,S,30,Y,31,12,0,P,60,Y,Y,Y,Y,24,950,0,Y,N,0,N,N,700,0,0,N,0,
27564,24,F,V,56,Y,50,20,0,P,300,Y,Y,N,Y,192,703,0,Y,N,0,N,N,218,0,0,N,0,
27565,7,M,C,20,N,50,20,0,P,72,Y,Y,Y,Y,108,123,0,Y,N,0,N,N,250,0,0,N,0,
27566,20,F,D,35,Y,31,27,0,P,72,Y,Y,Y,Y,84,501,0,Y,N,0,N,N,1200,0,0,N,0,
27567,11,F,D,49,Y,31,25,0,P,144,Y,N,Y,Y,60,717,0,Y,N,0,N,N,1800,0,0,N,0,
27568,24,M,S,27,Y,31,8,0,P,336,Y,Y,N,Y,108,999,0,Y,N,0,N,N,350,0,0,N,0,
27569,16,F,C,33,Y,31,20,0,P,204,Y,Y,N,Y,12,205,0,Y,N,0,N,N,300,0,0,N,0,
27570,24,F,S,19,Y,31,12,0,P,216,Y,Y,Y,Y,12,60,0,Y,N,0,N,N,260,0,0,N,0,
27571,13,M,C,25,Y,31,28,0,P,48,Y,Y,N,Y,72,999,0,Y,N,0,N,N,892,0,1,N,0,
27572,24,M,S,28,Y,31,18,0,C,192,Y,Y,Y,Y,24,55,0,Y,N,0,N,N,1400,0,1,N,0,
27573,12,F,C,58,Y,31,18,0,P,24,Y,Y,N,Y,0,703,0,Y,N,0,N,N,315,0,0,N,0,
27574,66,M,C,33,Y,31,3,0,P,24,Y,Y,Y,Y,36,999,0,Y,N,0,N,N,400,0,0,N,1,
27575,22,M,S,19,N,50,25,0,P,24,Y,Y,N,Y,12,950,0,Y,N,0,N,N,220,0,0,N,1,
27576,24,F,S,18,N,50,28,0,P,36,Y,Y,Y,Y,24,205,0,Y,N,0,N,N,400,0,0,N,1,
27577,10,F,C,27,Y,31,12,0,P,276,Y,Y,Y,Y,96,60,0,Y,N,0,N,N,237,0,0,N,0,
27578,25,F,S,38,N,50,12,0,P,96,Y,Y,Y,Y,0,130,0,Y,N,0,N,N,240,0,0,N,0,
27579,7,M,C,51,Y,5,8,0,P,36,Y,Y,Y,Y,12,717,0,Y,N,0,N,N,1500,0,0,N,0,
27580,55,F,D,69,Y,31,8,0,A,12,Y,Y,N,Y,24,704,0,Y,N,0,N,N,1500,0,0,N,0,
27581,23,F,S,44,Y,31,8,0,P,96,Y,N,N,Y,24,801,0,Y,N,0,N,N,450,0,0,N,1,
27582,20,F,D,42,Y,31,8,0,P,396,Y,Y,Y,Y,12,40,0,Y,N,0,N,N,278,0,0,N,1,
27583,5,M,S,23,N,50,12,0,C,120,Y,Y,Y,Y,0,999,0,Y,N,0,N,N,465,0,0,N,0,
27584,2,F,S,31,N,50,20,0,P,372,Y,Y,N,Y,12,265,0,Y,N,0,N,N,200,0,0,N,1,
27585,24,M,S,22,Y,31,12,0,P,144,Y,Y,Y,Y,24,514,0,Y,N,0,N,N,596,0,0,N,1,
27586,10,F,S,19,N,31,25,0,C,180,Y,Y,N,Y,12,40,0,Y,N,0,N,N,180,0,0,N,1,
27587,55,M,O,25,Y,31,12,0,A,240,Y,Y,Y,Y,36,953,0,Y,N,0,N,N,430,0,0,N,0,
27588,55,M,D,44,Y,31,12,0,A,24,Y,Y,Y,Y,12,522,0,Y,N,0,N,N,740,0,0,N,1,
27589,23,M,S,28,N,31,12,3,P,336,Y,N,Y,Y,12,26,0,Y,N,0,N,N,210,0,0,N,0,
27590,25,M,S,26,Y,31,8,0,C,288,Y,Y,N,Y,36,999,0,N,N,0,N,N,240,0,0,N,0,
27591,22,F,O,47,Y,50,8,0,A,0,Y,Y,N,Y,12,725,0,Y,N,0,N,N,698,0,0,N,0,
27592,8,F,C,26,Y,23,20,0,P,72,Y,Y,Y,Y,12,36,0,Y,N,0,N,N,450,0,0,N,0,
27593,24,F,C,30,Y,31,18,0,P,96,Y,Y,N,Y,60,950,0,Y,N,0,N,N,300,0,0,N,0,
27594,24,F,C,40,N,31,23,0,P,108,Y,Y,N,Y,240,131,0,Y,N,0,N,N,500,0,0,N,0,
27595,8,M,S,28,Y,31,20,0,P,336,Y,Y,N,Y,12,514,0,Y,N,0,N,N,1141,0,0,N,0,
27596,55,M,C,29,Y,31,18,0,P,60,Y,Y,N,Y,0,113,0,Y,N,0,N,N,800,0,0,N,1,
27597,7,M,O,19,N,50,8,0,P,72,Y,Y,N,Y,12,40,0,Y,N,0,N,N,183,0,0,N,0,
27598,12,F,V,52,Y,31,18,0,P,120,Y,Y,N,Y,0,131,0,Y,N,0,N,N,300,0,0,N,1,
27599,23,F,S,54,Y,31,12,0,P,240,Y,Y,Y,Y,336,713,0,Y,N,0,N,N,1325,0,0,N,0,
27600,1,M,C,24,N,50,20,0,P,60,Y,Y,Y,Y,12,110,0,Y,N,0,N,N,339,0,0,N,0,
27601,16,M,D,32,N,31,20,0,P,48,Y,Y,N,Y,12,855,0,Y,N,0,N,N,370,0,0,N,0,
27602,17,F,S,33,Y,31,18,0,P,360,Y,Y,N,Y,120,100,0,Y,N,0,N,N,1000,0,0,N,0,
27603,5,F,C,40,N,50,18,0,P,360,Y,Y,N,Y,0,950,0,Y,N,0,N,N,180,0,0,N,0,
27604,15,F,S,21,Y,31,8,0,P,264,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
27605,7,F,S,32,Y,5,12,0,P,24,Y,Y,N,Y,12,26,0,Y,N,0,N,N,258,0,0,N,0,
27606,23,M,S,37,N,31,23,0,P,120,Y,Y,Y,Y,36,123,0,Y,N,0,N,N,245,0,0,N,0,
27607,22,F,S,67,Y,31,20,0,P,456,Y,N,N,Y,264,13,0,Y,N,0,N,N,255,0,0,N,0,
27608,11,F,C,39,Y,31,12,0,P,240,Y,Y,N,Y,0,720,562,Y,N,0,N,N,562,0,0,N,0,
27609,25,F,S,33,Y,31,20,0,A,0,Y,Y,N,Y,0,72,0,Y,N,0,N,N,600,0,0,N,0,
27610,25,F,S,35,Y,31,12,0,P,408,Y,Y,Y,Y,36,950,0,Y,N,0,N,N,285,0,0,N,0,
27611,1,M,D,84,Y,31,12,0,P,120,Y,Y,N,Y,12,13,0,Y,N,0,N,N,2979,0,2,N,0,
27612,55,F,S,21,Y,50,1,0,P,12,Y,Y,Y,Y,12,265,0,Y,N,0,N,N,385,0,0,N,1,
27613,6,F,S,19,Y,23,20,0,C,180,Y,Y,Y,Y,12,60,0,Y,N,0,N,N,320,0,0,N,0,
27614,1,F,C,41,Y,31,18,0,P,36,Y,Y,N,Y,36,732,0,Y,N,0,N,N,900,0,0,N,0,
27615,22,F,S,34,N,50,12,0,P,12,Y,Y,N,Y,24,205,0,Y,N,0,N,N,450,0,0,N,0,
27616,22,F,S,30,Y,50,8,0,P,168,Y,Y,N,Y,24,999,0,Y,N,0,N,N,318,0,0,N,0,
27617,25,F,S,18,N,50,28,0,C,216,Y,Y,N,Y,12,853,0,Y,N,0,N,N,600,0,0,N,1,
27618,16,F,C,37,Y,31,8,0,P,108,Y,Y,Y,Y,12,60,0,Y,N,0,N,N,220,0,0,N,0,
27619,22,F,D,35,Y,31,12,0,P,84,Y,Y,N,Y,24,713,0,Y,N,0,N,N,1189,0,0,N,0,
27620,12,M,S,20,N,31,8,0,P,36,Y,Y,Y,Y,0,79,0,Y,N,0,N,N,503,0,1,N,0,
27621,24,F,C,57,Y,31,12,0,P,480,Y,Y,Y,Y,60,26,0,Y,N,0,N,N,325,0,0,N,0,
27622,22,F,C,52,Y,31,3,0,P,204,Y,Y,Y,Y,0,712,0,Y,N,0,N,N,1066,0,0,N,0,
27623,13,M,S,23,Y,31,8,0,P,12,Y,Y,Y,Y,36,514,0,Y,N,0,N,N,850,0,0,N,1,
27624,25,F,S,27,Y,31,18,0,P,60,Y,N,N,Y,60,728,0,Y,N,0,N,N,400,0,0,N,1,
27625,7,F,D,31,N,5,28,0,O,12,Y,Y,Y,Y,12,717,0,Y,N,0,N,N,1500,0,0,N,1,
27626,24,M,S,21,Y,31,12,0,P,60,Y,Y,Y,Y,12,514,0,Y,N,0,N,N,800,0,0,N,0,
27627,17,M,S,23,Y,31,12,0,P,12,Y,Y,N,Y,36,514,0,Y,N,0,N,N,580,0,0,N,0,
27628,3,F,C,34,N,50,12,0,P,144,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,200,0,0,N,0,
27629,3,F,D,59,Y,31,12,0,P,312,Y,Y,N,Y,48,13,0,Y,N,0,N,N,243,0,0,N,0,
27630,12,F,S,30,Y,31,20,0,P,360,Y,Y,N,Y,12,130,0,Y,N,0,N,N,350,0,0,N,1,
27631,1,F,D,42,Y,31,12,0,P,360,Y,Y,N,Y,120,205,0,Y,N,0,N,N,300,0,0,N,0,
27632,24,F,C,36,Y,31,28,0,P,180,Y,Y,N,Y,0,720,822,Y,N,0,N,N,0,0,0,N,0,
27633,1,M,C,34,Y,31,18,0,P,120,Y,Y,N,Y,240,717,0,Y,N,0,N,N,3000,0,1,N,0,
27634,10,M,C,24,Y,31,8,0,A,24,Y,Y,Y,Y,60,301,0,Y,N,0,N,N,379,0,0,N,0,
27635,23,F,D,59,Y,31,6,0,P,120,Y,Y,N,Y,0,13,0,Y,N,0,N,N,1563,0,0,N,0,
27636,25,F,S,45,Y,31,20,0,P,252,Y,N,Y,Y,120,131,0,Y,N,0,N,N,380,0,0,N,0,
27637,1,F,O,53,Y,31,18,0,P,240,Y,N,N,Y,12,703,0,Y,N,0,N,N,504,0,1,N,0,
27638,24,F,S,20,Y,31,18,0,C,204,Y,Y,Y,Y,0,950,0,Y,N,0,N,N,225,0,0,N,0,
27639,19,F,C,24,Y,31,20,0,P,84,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,0,
27640,25,M,O,25,Y,50,12,0,P,36,Y,Y,Y,Y,0,707,0,Y,N,0,N,N,772,0,1,N,0,
