Palabra Original,Palabra Más Similar,Distancia de Levenshtein,proportion Palabra Original,proportion Palabra Más Similar
cookery chocolate,cooking chocolate,3,4.761882086275779e-06,4.761882086275779e-06
vertebrates,invertebrates,2,9.523764172551558e-06,9.523764172551558e-06
chernobyl nuclear accident chernobyl ukraine 1986,chernobyl nuclear accident chornobyl ukraine 1986,1,4.761882086275779e-06,4.761882086275779e-06
english,england,3,1.428564625882734e-05,0.00048095009071385375
hate groups,age groups,2,4.761882086275779e-06,4.761882086275779e-06
barbie fictitious character,bambi fictitious character,2,9.523764172551558e-06,4.761882086275779e-06
clinical psychology,criminal psychology,3,9.523764172551558e-06,9.523764172551558e-06
gold,golf,1,9.523764172551558e-06,0.00011904705215689449
golem,golf,2,4.761882086275779e-06,0.00011904705215689449
golfers,golf,3,4.761882086275779e-06,0.00011904705215689449
angels in art,animals in art,3,4.761882086275779e-06,3.3333174603930456e-05
crow indians,cree indians,2,2.3809410431378898e-05,4.761882086275779e-06
creek indians,cree indians,1,4.761882086275779e-06,4.761882086275779e-06
checkers,chickens,2,9.523764172551558e-06,1.9047528345103117e-05
drug control,arms control,3,1.428564625882734e-05,9.523764172551558e-06
children s stories finnish,children s stories danish,3,4.761882086275779e-06,9.523764172551558e-06
danish literature,spanish literature,2,4.761882086275779e-06,9.523764172551558e-06
interior decorators,interior decoration,3,9.523764172551558e-06,0.00010952328798434293
rowing,towing,1,4.761882086275779e-06,4.761882086275779e-06
belly dance,ballet dance,3,9.523764172551558e-06,4.761882086275779e-06
ballet dancers,ballet dance,2,9.523764172551558e-06,4.761882086275779e-06
cinema,enema,2,4.761882086275779e-06,1.428564625882734e-05
edema,enema,1,4.761882086275779e-06,1.428564625882734e-05
ice skating,ice skaters,3,4.761882086275779e-06,4.761882086275779e-06
incarnation,reincarnation,2,4.761882086275779e-06,1.9047528345103117e-05
remarriage,marriage,2,4.761882086275779e-06,0.00015714210884710072
markets,magnets,2,4.761882086275779e-06,4.761882086275779e-06
magnetism,magnets,2,4.761882086275779e-06,4.761882086275779e-06
romanian language,romani language,2,4.761882086275779e-06,9.523764172551558e-06
social conflict,social contract,3,4.761882086275779e-06,4.761882086275779e-06
vocal solos,vocal cords,3,4.761882086275779e-06,4.761882086275779e-06
diodes,tides,2,9.523764172551558e-06,4.761882086275779e-06
covenants,coverlets,3,4.761882086275779e-06,2.3809410431378898e-05
espionage soviet,espinoge soviet,2,1.428564625882734e-05,4.761882086275779e-06
impressionism art,expressionism art,2,3.3333174603930456e-05,4.761882086275779e-06
figure skaters,figure skating,3,4.761882086275779e-06,9.523764172551558e-06
sculptors,sculpture,2,2.3809410431378898e-05,1.9047528345103117e-05
culture,sculpture,2,2.3809410431378898e-05,1.9047528345103117e-05
erotica,erotic art,3,9.523764172551558e-06,2.857129251765468e-05
shoe industry,toy industry,3,4.761882086275779e-06,9.523764172551558e-06
shoes,shock,2,9.523764172551558e-06,4.761882086275779e-06
navy spouses,army spouses,3,4.761882086275779e-06,1.428564625882734e-05
algonquian indians,algonquin indians,1,1.428564625882734e-05,9.523764172551558e-06
cooking acadian,cooking canadian,2,4.761882086275779e-06,9.523764172551558e-06
tripitaka,tipitaka,1,4.761882086275779e-06,4.761882086275779e-06
incas,incest,2,9.523764172551558e-06,4.761882086275779e-06
cooking hungarian,cookery hungarian,3,9.523764172551558e-06,9.523764172551558e-06
avocado,autocad,3,9.523764172551558e-06,2.857129251765468e-05
sailboats,railroads,3,9.523764172551558e-06,0.00036666492064323504
irish poetry,turkish poetry,3,4.761882086275779e-06,4.761882086275779e-06
indians of america,indians of mexico,3,4.761882086275779e-06,4.761882086275779e-06
swine,wine,1,1.9047528345103117e-05,9.523764172551558e-06
hair,air,1,4.761882086275779e-06,3.8095056690206234e-05
belief,beliefs,1,4.761882086275779e-06,4.761882086275779e-06
prophets,prophecy,2,4.761882086275779e-06,1.428564625882734e-05
nineteen eighties,nineteen fifties,3,4.761882086275779e-06,4.761882086275779e-06
nineteen sixties,nineteen fifties,2,4.761882086275779e-06,4.761882086275779e-06
exorcism,exercise,2,9.523764172551558e-06,0.00014761834467454918
children and peace,children and death,3,4.761882086275779e-06,2.857129251765468e-05
consolidation and merger of corporations,consolidation and merger of corporation,1,4.761882086275779e-06,4.761882086275779e-06
pesticides,herbicides,3,4.761882086275779e-06,4.761882086275779e-06
conifers,snipers,3,4.761882086275779e-06,4.761882086275779e-06
picnics,physics,3,4.761882086275779e-06,0.0001428564625882734
craniology,graphology,3,4.761882086275779e-06,4.761882086275779e-06
betrayal,betrothal,3,2.3809410431378898e-05,9.523764172551558e-06
jewish women,jewish men,2,1.9047528345103117e-05,4.761882086275779e-06
jewish law,jewish men,3,9.523764172551558e-06,4.761882086275779e-06
gunboats,tugboats,2,4.761882086275779e-06,4.761882086275779e-06
grail,gaul,2,9.523764172551558e-06,1.428564625882734e-05
bauls,gaul,2,4.761882086275779e-06,1.428564625882734e-05
authors swedish,authors spanish,3,4.761882086275779e-06,2.3809410431378898e-05
south dakota,north dakota,2,9.523764172551558e-06,4.761882086275779e-06
posture,costume,2,4.761882086275779e-06,6.190446712158514e-05
caddo parish la,acadia parish la,3,4.761882086275779e-06,4.761882086275779e-06
islands,glands,2,1.9047528345103117e-05,4.761882086275779e-06
stress physiology,stress psychology,3,9.523764172551558e-06,4.761882086275779e-06
poetics,phonetics,2,4.761882086275779e-06,9.523764172551558e-06
trial practice,rifle practice,3,4.761882086275779e-06,4.761882086275779e-06
vector analysis,factor analysis,2,4.761882086275779e-06,4.761882086275779e-06
lung diseases,plant diseases,3,4.761882086275779e-06,4.761882086275779e-06
paper airplanes,hawker airplanes,3,4.761882086275779e-06,9.523764172551558e-06
goal psychology,goal psychologby,1,4.761882086275779e-06,4.761882086275779e-06
parachuting,parachutes,3,9.523764172551558e-06,4.761882086275779e-06
speech,beech,2,9.523764172551558e-06,4.761882086275779e-06
electronic digital computer,electronic digital computers,1,4.761882086275779e-06,4.761882086275779e-06
warren county n y,warren county pa,3,4.761882086275779e-06,4.761882086275779e-06
allusions,delusions,2,4.761882086275779e-06,4.761882086275779e-06
millinery,machinery,3,4.761882086275779e-06,1.428564625882734e-05
christmas trees,christmas stories,3,4.761882086275779e-06,0.0002523797505726163
novelists,royalists,3,4.761882086275779e-06,4.761882086275779e-06
love songs,folk songs,3,4.761882086275779e-06,9.523764172551558e-06
metals,medals,1,9.523764172551558e-06,4.761882086275779e-06
ukraine,urine,2,4.761882086275779e-06,4.761882086275779e-06
industrial arts,industrialists,3,4.761882086275779e-06,1.428564625882734e-05
conometrics,econometrics,1,4.761882086275779e-06,4.761882086275779e-06
nationalism,rationalism,1,9.523764172551558e-06,1.9047528345103117e-05
lunenberg county va,lunenburg county va,1,4.761882086275779e-06,4.761882086275779e-06
audiocassettes,audiocassettte,2,4.761882086275779e-06,4.761882086275779e-06
bioenergetic psychotherapy,bioenegergetic psychotheraphy,3,9.523764172551558e-06,4.761882086275779e-06
college stories,college sports,3,4.761882086275779e-06,4.761882086275779e-06
hawker airplanes,paper airplanes,3,9.523764172551558e-06,4.761882086275779e-06
geometry modern,poetry modern,3,4.761882086275779e-06,1.9047528345103117e-05
machine quilting,machine knitting,3,1.428564625882734e-05,4.761882086275779e-06
christian philosophy,christian philosophers,3,9.523764172551558e-06,4.761882086275779e-06
bagpipe,agape,3,2.3809410431378898e-05,9.523764172551558e-06
materialism,materials,2,9.523764172551558e-06,1.428564625882734e-05
steel,steam,2,9.523764172551558e-06,4.761882086275779e-06
abnaki indians,abenaki indians,1,4.761882086275779e-06,9.523764172551558e-06
cichlids,orchids,3,4.761882086275779e-06,4.761882086275779e-06
fortran computer program language,forth computer program language,3,4.761882086275779e-06,9.523764172551558e-06
wood carving,horn carving,3,9.523764172551558e-06,4.761882086275779e-06
heredity,credit,3,4.761882086275779e-06,4.761882086275779e-06
maui hawaii,kauai hawaii,2,9.523764172551558e-06,9.523764172551558e-06
finches,ranches,2,4.761882086275779e-06,9.523764172551558e-06
ranchers,ranches,1,4.761882086275779e-06,9.523764172551558e-06
irony in literature,money in literature,3,4.761882086275779e-06,4.761882086275779e-06
hypnosis,hypnotism,2,4.761882086275779e-06,6.666634920786091e-05
elixirs,lilies,3,4.761882086275779e-06,4.761882086275779e-06
machine knitting,machine quilting,3,4.761882086275779e-06,1.428564625882734e-05
concepts,concertos,2,1.428564625882734e-05,4.761882086275779e-06
converts,concertos,2,1.428564625882734e-05,4.761882086275779e-06
cameos,camels,1,9.523764172551558e-06,9.523764172551558e-06
cooking australian,cooking austrian,2,4.761882086275779e-06,4.761882086275779e-06
goldsmiths,gunsmiths,3,4.761882086275779e-06,1.428564625882734e-05
gunsmithing,gunsmiths,3,1.428564625882734e-05,1.428564625882734e-05
dowsing,bowling,2,4.761882086275779e-06,1.9047528345103117e-05
bombings,bowling,3,9.523764172551558e-06,1.9047528345103117e-05
modeling,bowling,3,9.523764172551558e-06,1.9047528345103117e-05
bowfin,bowling,2,4.761882086275779e-06,1.9047528345103117e-05
fowling,bowling,1,4.761882086275779e-06,1.9047528345103117e-05
medugorje bosnia and hercegovina,meugorje bosnia and hercegovina,1,4.761882086275779e-06,1.428564625882734e-05
meugorje bosnia and herzegovina,meugorje bosnia and hercegovina,1,4.761882086275779e-06,1.428564625882734e-05
austin tex,houston tex,3,4.761882086275779e-06,4.761882086275779e-06
cosmogony,cosmology,2,1.9047528345103117e-05,6.190446712158514e-05
electrons,elections,1,4.761882086275779e-06,9.523764172551558e-06
election,elections,1,4.761882086275779e-06,9.523764172551558e-06
scandinavians,scandinavia,2,4.761882086275779e-06,1.428564625882734e-05
biographies,biographers,2,4.761882086275779e-06,1.428564625882734e-05
ms dos,mac os,3,4.761882086275779e-06,4.761882086275779e-06
advice columnists,advice columns,3,4.761882086275779e-06,4.761882086275779e-06
anagrams,epigrams,3,4.761882086275779e-06,9.523764172551558e-06
bear cubs,beer cans,3,4.761882086275779e-06,4.761882086275779e-06
antarctic regions,arctic regions,3,4.761882086275779e-06,8.095199546668825e-05
necklaces,neckties,3,4.761882086275779e-06,4.761882086275779e-06
diamonds,dragons,3,4.761882086275779e-06,9.999952381179138e-05
amazons,dragons,3,4.761882086275779e-06,9.999952381179138e-05
kangaroos,kangaroes,1,9.523764172551558e-06,4.761882086275779e-06
arcview,armies,3,9.523764172551558e-06,1.9047528345103117e-05
armories,armies,2,4.761882086275779e-06,1.9047528345103117e-05
cooking spanish,cookery spanish,3,4.761882086275779e-06,9.523764172551558e-06
hippies,hobbies,3,9.523764172551558e-06,0.006395207641868372
pebbles,hobbies,3,4.761882086275779e-06,0.006395207641868372
social contract,social conflict,3,4.761882086275779e-06,4.761882086275779e-06
gasoline,gambling,3,4.761882086275779e-06,3.3333174603930456e-05
tumbling,gambling,2,4.761882086275779e-06,3.3333174603930456e-05
suffragettes,suffragists,3,4.761882086275779e-06,9.523764172551558e-06
paper toy making,paper doll making,3,4.761882086275779e-06,4.761882086275779e-06
summer,sumie,2,4.761882086275779e-06,4.761882086275779e-06
suicide,sumie,3,9.523764172551558e-06,4.761882086275779e-06
mummies,sumie,3,9.523764172551558e-06,4.761882086275779e-06
african american art,african american arts,1,9.523764172551558e-06,4.761882086275779e-06
african american girls,african american arts,3,4.761882086275779e-06,4.761882086275779e-06
african american press,african american arts,3,4.761882086275779e-06,4.761882086275779e-06
cotton,boston,2,4.761882086275779e-06,4.761882086275779e-06
cattle breeds,cattle breeders,2,4.761882086275779e-06,4.761882086275779e-06
bulgaria,bulgarians,2,4.761882086275779e-06,4.761882086275779e-06
coronado calif,corona calif,2,9.523764172551558e-06,4.761882086275779e-06
board games,card games,2,4.761882086275779e-06,2.3809410431378898e-05
war games,card games,2,9.523764172551558e-06,2.3809410431378898e-05
cooking chicken,cookery chicken,3,4.761882086275779e-06,4.761882086275779e-06
iowa,yoga,2,9.523764172551558e-06,6.190446712158514e-05
muslims,museums,2,9.523764172551558e-06,1.428564625882734e-05
slovenia,slovenes,2,4.761882086275779e-06,9.523764172551558e-06
herbals,herbs,2,4.761882086275779e-06,5.238070294903357e-05
ferns,herbs,2,9.523764172551558e-06,5.238070294903357e-05
shrubs,herbs,3,4.761882086275779e-06,5.238070294903357e-05
italian americans,asian americans,3,1.428564625882734e-05,1.428564625882734e-05
polyhedra,polynesia,3,4.761882086275779e-06,1.428564625882734e-05
elasticity,plasticity,1,9.523764172551558e-06,4.761882086275779e-06
political psychology,political sociology,3,4.761882086275779e-06,9.523764172551558e-06
chilean poetry,chinese poetry,3,4.761882086275779e-06,2.3809410431378898e-05
walton county ga,talbot county ga,3,4.761882086275779e-06,4.761882086275779e-06
home economists,home economics,2,4.761882086275779e-06,7.619011338041247e-05
cooking european,cookery european,3,4.761882086275779e-06,9.523764172551558e-06
surfing,nursing,2,1.9047528345103117e-05,4.7618820862757796e-05
turning,nursing,2,9.523764172551558e-06,4.7618820862757796e-05
parapsychologie,parapsychology,2,4.761882086275779e-06,7.14282312941367e-05
parapshchology,parapsychology,1,4.761882086275779e-06,7.14282312941367e-05
christian hagiography,christian biography,3,9.523764172551558e-06,0.00012857081632944604
scuba divers,scuba diving,3,4.761882086275779e-06,9.523764172551558e-06
box making,dollmaking,3,4.761882086275779e-06,9.523764172551558e-06
botanists,organists,3,9.523764172551558e-06,4.761882086275779e-06
hapkido,aikido,2,4.761882086275779e-06,2.3809410431378898e-05
penguins,beguines,3,1.9047528345103117e-05,4.761882086275779e-06
sweden,eden,2,2.3809410431378898e-05,4.761882086275779e-06
revivals,festivals,3,4.761882086275779e-06,1.9047528345103117e-05
navies,caves,2,9.523764172551558e-06,3.8095056690206234e-05
calves,caves,1,4.761882086275779e-06,3.8095056690206234e-05
bull riding,bull riders,3,4.761882086275779e-06,4.761882086275779e-06
husbands,islands,3,9.523764172551558e-06,1.9047528345103117e-05
goats,coats,1,1.428564625882734e-05,4.761882086275779e-06
falconry,falcons,2,4.761882086275779e-06,4.761882086275779e-06
cartographers,photographers,3,4.761882086275779e-06,4.7618820862757796e-05
colonies,cookies,2,1.428564625882734e-05,1.9047528345103117e-05
voice culture,rose culture,3,4.761882086275779e-06,4.761882086275779e-06
fish culture,rose culture,3,4.761882086275779e-06,4.761882086275779e-06
theologians,teologia,3,9.523764172551558e-06,4.761882086275779e-06
teosofia,teologia,2,4.761882086275779e-06,4.761882086275779e-06
samoa,sauna,2,4.761882086275779e-06,4.761882086275779e-06
anthologies,anthologie,1,1.428564625882734e-05,9.523764172551558e-06
reincarnation,incarnation,2,1.9047528345103117e-05,4.761882086275779e-06
cooking canadian,cooking acadian,2,9.523764172551558e-06,4.761882086275779e-06
water conservation,nature conservation,3,4.761882086275779e-06,4.761882086275779e-06
linux computer file,unix computer file,3,4.761882086275779e-06,1.428564625882734e-05
ex nuns,nuns,3,4.761882086275779e-06,1.428564625882734e-05
nuts,nuns,1,4.761882086275779e-06,1.428564625882734e-05
snobol computer program language,cobol computer program language,2,4.761882086275779e-06,4.761882086275779e-06
jungles,judges,2,9.523764172551558e-06,6.190446712158514e-05
budget,judges,2,9.523764172551558e-06,6.190446712158514e-05
negotiating,negotiation,2,4.761882086275779e-06,4.761882086275779e-06
physiognomy,physiology,3,4.761882086275779e-06,4.761882086275779e-06
readers secondary,reading secondary,3,4.761882086275779e-06,4.761882086275779e-06
cookery pasta,cookery asian,3,9.523764172551558e-06,1.428564625882734e-05
competition,cooperation,3,9.523764172551558e-06,4.761882086275779e-06
caliphate,caliphs,3,4.761882086275779e-06,9.523764172551558e-06
neoplatonism,neopaganism,3,4.761882086275779e-06,9.523764172551558e-06
horse industry,corset industry,2,4.761882086275779e-06,4.761882086275779e-06
parsonages,personals,3,4.761882086275779e-06,4.761882086275779e-06
chorales,chores,2,4.761882086275779e-06,1.428564625882734e-05
retreats,secrets,3,4.761882086275779e-06,4.761882086275779e-06
army spouses,navy spouses,3,1.428564625882734e-05,4.761882086275779e-06
police administration,public administration,3,1.428564625882734e-05,1.428564625882734e-05
arts european,art european,1,4.761882086275779e-06,4.761882086275779e-06
generative organs male,generative organs female,2,4.761882086275779e-06,1.428564625882734e-05
fruit,inuit,2,9.523764172551558e-06,4.761882086275779e-06
nomads,roads,2,4.761882086275779e-06,1.9047528345103117e-05
educational exchanges,educational change,3,9.523764172551558e-06,4.761882086275779e-06
pet industry,beer industry,3,9.523764172551558e-06,9.523764172551558e-06
autograph albums,photograph albums,3,4.761882086275779e-06,1.428564625882734e-05
muscles,mules,2,4.761882086275779e-06,9.523764172551558e-06
amulets,mules,2,9.523764172551558e-06,9.523764172551558e-06
moles,mules,1,4.761882086275779e-06,9.523764172551558e-06
octopuses,outhouses,3,4.761882086275779e-06,4.761882086275779e-06
courthouses,outhouses,2,4.761882086275779e-06,4.761882086275779e-06
dollhouses,outhouses,3,4.761882086275779e-06,4.761882086275779e-06
schooners,schools,3,9.523764172551558e-06,4.285693877648202e-05
morning,turning,2,4.761882086275779e-06,9.523764172551558e-06
induction logic,intention logic,3,4.761882086275779e-06,4.761882086275779e-06
coal,cows,2,4.761882086275779e-06,2.857129251765468e-05
folk musicians,rock musicians,2,4.761882086275779e-06,0.00017142775510592807
iridology,biology,3,4.761882086275779e-06,0.0001619039909333765
authors spanish,authors swedish,3,2.3809410431378898e-05,4.761882086275779e-06
pyrography,pornography,2,4.761882086275779e-06,4.761882086275779e-06
incest,incas,2,4.761882086275779e-06,9.523764172551558e-06
boatbuilders,bodybuilders,2,4.761882086275779e-06,4.761882086275779e-06
lettuce,leisure,3,4.761882086275779e-06,9.523764172551558e-06
dutch,duty,2,9.523764172551558e-06,4.761882086275779e-06
lizards,wizards,1,9.523764172551558e-06,9.523764172551558e-06
bullfighters,bullfights,2,1.428564625882734e-05,1.9047528345103117e-05
deindustrialization,industrialization,2,4.761882086275779e-06,4.761882086275779e-06
ballistics,ballista,3,4.761882086275779e-06,9.523764172551558e-06
sheep,sleep,1,9.523764172551558e-06,9.523764172551558e-06
cabinet work,cabinetwork,1,4.761882086275779e-06,1.428564625882734e-05
hindu astrology,hindu mythology,3,4.761882086275779e-06,4.761882086275779e-06
bamboo,baboon,2,9.523764172551558e-06,4.761882086275779e-06
african american boxers,african american boys,3,4.761882086275779e-06,4.761882086275779e-06
african american gays,african american boys,2,4.761882086275779e-06,4.761882086275779e-06
courtesans,courtesy,3,4.761882086275779e-06,4.761882086275779e-06
apocryphal books new testament,apocryphal books old testament,3,4.761882086275779e-06,4.761882086275779e-06
landlond and tenant,landlord and tenant,1,4.761882086275779e-06,2.3809410431378898e-05
veterans,generals,3,4.761882086275779e-06,0.0002095228117961343
cookery hungarian,cooking hungarian,3,9.523764172551558e-06,9.523764172551558e-06
cooking fish,cooking irish,2,9.523764172551558e-06,9.523764172551558e-06
cooking british,cooking irish,3,9.523764172551558e-06,9.523764172551558e-06
cooking turkish,cooking irish,3,4.761882086275779e-06,9.523764172551558e-06
cooking swiss,cooking irish,3,4.761882086275779e-06,9.523764172551558e-06
tipitaka,tripitaka,1,4.761882086275779e-06,4.761882086275779e-06
outcasts,outlaws,3,4.761882086275779e-06,1.9047528345103117e-05
bird dogs,birdsongs,3,9.523764172551558e-06,9.523764172551558e-06
retina,argentina,3,4.761882086275779e-06,5.714258503530936e-05
compass,compost,2,4.761882086275779e-06,1.9047528345103117e-05
electronic apparatus and appliances,electric apparatus and appliances,2,2.3809410431378898e-05,1.428564625882734e-05
topology,theology,2,4.761882086275779e-06,7.619011338041247e-05
phrenology,theology,3,4.761882086275779e-06,7.619011338041247e-05
teleology,theology,2,4.761882086275779e-06,7.619011338041247e-05
neopaganism,neoplatonism,3,9.523764172551558e-06,4.761882086275779e-06
slave trade,spice trade,3,2.3809410431378898e-05,4.761882086275779e-06
kangaroes,kangaroos,1,4.761882086275779e-06,9.523764172551558e-06
espaliers,spaniels,3,4.761882086275779e-06,4.761882086275779e-06
burma siam railway,burma siam railroad,3,4.761882086275779e-06,4.761882086275779e-06
millionaires,billionaires,1,9.523764172551558e-06,9.523764172551558e-06
christmas music,christian music,2,9.523764172551558e-06,4.761882086275779e-06
inheritance and transfer tax,inheritance and transfer law,2,4.761882086275779e-06,4.761882086275779e-06
indians of mexico,indians of america,3,4.761882086275779e-06,4.761882086275779e-06
negotiation,negotiating,2,4.761882086275779e-06,4.761882086275779e-06
lesbianism,lesbians,2,9.523764172551558e-06,7.14282312941367e-05
jet planes,seaplanes,3,4.761882086275779e-06,4.761882086275779e-06
advertising laws,advertising cards,3,4.761882086275779e-06,4.761882086275779e-06
nature conservation,water conservation,3,4.761882086275779e-06,4.761882086275779e-06
paper doll making,paper toy making,3,4.761882086275779e-06,4.761882086275779e-06
sonar,songs,2,4.761882086275779e-06,1.428564625882734e-05
missions american,missions medical,3,4.761882086275779e-06,9.523764172551558e-06
artificial satellites in telecommunications,artificial satellites in telecommunication,1,4.761882086275779e-06,4.761882086275779e-06
kali hindu deity,rama hindu deity,3,4.761882086275779e-06,4.761882086275779e-06
catalan language,italian language,3,4.761882086275779e-06,6.190446712158514e-05
health facilties,health facilities,1,4.761882086275779e-06,4.761882086275779e-06
blogs,blood,2,4.761882086275779e-06,2.3809410431378898e-05
supervision of emplouees,supervision of employees,1,4.761882086275779e-06,1.428564625882734e-05
extraterrestial beings,extraterrestrial beings,1,4.761882086275779e-06,3.8095056690206234e-05
calluna,cajuns,3,4.761882086275779e-06,9.523764172551558e-06
gods chinese,coins chinese,3,4.761882086275779e-06,4.761882086275779e-06
minicomputers,microcomputers,3,4.761882086275779e-06,3.8095056690206234e-05
case studies,area studies,3,9.523764172551558e-06,4.761882086275779e-06
grandparenting,grandparents,3,4.761882086275779e-06,9.523764172551558e-06
indexes,insects,3,4.761882086275779e-06,6.666634920786091e-05
education urban,education rural,3,4.761882086275779e-06,9.523764172551558e-06
nineteen fifties,nineteen sixties,2,4.761882086275779e-06,4.761882086275779e-06
acacia,arabia,2,4.761882086275779e-06,4.761882086275779e-06
namibia,arabia,3,4.761882086275779e-06,4.761882086275779e-06
railroad cars,railroad law,3,9.523764172551558e-06,9.523764172551558e-06
fireflies,fireplaces,3,4.761882086275779e-06,1.428564625882734e-05
chance,change,1,4.761882086275779e-06,1.428564625882734e-05
aquarium fish,aquarium fishes,2,4.761882086275779e-06,9.047575963923981e-05
supervision of employees,supervision of emplouees,1,1.428564625882734e-05,4.761882086275779e-06
ayrshire,airships,3,4.761882086275779e-06,9.523764172551558e-06
duelling,dueling,1,4.761882086275779e-06,9.523764172551558e-06
father and child,mother and child,2,9.523764172551558e-06,1.428564625882734e-05
hepatitis,hepatitis c,2,4.761882086275779e-06,4.761882086275779e-06
metal toys,metal work,3,4.761882086275779e-06,9.523764172551558e-06
tugboats,gunboats,2,4.761882086275779e-06,4.761882086275779e-06
lamas,llamas,1,4.761882086275779e-06,1.9047528345103117e-05
invertebrates,vertebrates,2,9.523764172551558e-06,9.523764172551558e-06
organists,botanists,3,4.761882086275779e-06,9.523764172551558e-06
autumn,autism,3,9.523764172551558e-06,3.3333174603930456e-05
altruism,autism,3,4.761882086275779e-06,3.3333174603930456e-05
beguines,penguins,3,4.761882086275779e-06,1.9047528345103117e-05
oz imaginary place,gor imaginary place,2,4.761882086275779e-06,4.761882086275779e-06
barney fictitious character,barbie fictitious character,3,4.761882086275779e-06,9.523764172551558e-06
lassie fictitious character,barbie fictitious character,3,4.761882086275779e-06,9.523764172551558e-06
bambi fictitious character,barbie fictitious character,2,4.761882086275779e-06,9.523764172551558e-06
individualism,individuality,2,4.761882086275779e-06,1.428564625882734e-05
plastics cutting,plastic coating,3,4.761882086275779e-06,4.761882086275779e-06
nanotechnology,biotechnology,3,4.761882086275779e-06,1.9047528345103117e-05
expressionism art,impressionism art,2,4.761882086275779e-06,3.3333174603930456e-05
tree houses,greenhouses,2,9.523764172551558e-06,4.761882086275779e-06
river engineering,civil engineering,3,4.761882086275779e-06,2.857129251765468e-05
gamblers,samplers,2,4.761882086275779e-06,4.761882086275779e-06
latin americans,latin america,2,9.523764172551558e-06,9.523764172551559e-05
coal mines and mining,gold mines and mining,3,9.523764172551558e-06,6.190446712158514e-05
parks,paris,1,4.761882086275779e-06,4.761882086275779e-06
molokans,minoans,3,4.761882086275779e-06,9.523764172551558e-06
din,diet,2,4.761882086275779e-06,9.999952381179138e-05
exercise for men,exercise for women,2,4.761882086275779e-06,2.3809410431378898e-05
llittle bighorn battle of the mont 1876,little bighorn battle of the mont 1876,1,4.761882086275779e-06,9.523764172551558e-06
carpentry,carpets,3,4.761882086275779e-06,4.761882086275779e-06
sugar,sudan,2,4.761882086275779e-06,9.523764172551558e-06
child actors,child authors,2,4.761882086275779e-06,4.761882086275779e-06
neutrons,neuroses,3,4.761882086275779e-06,4.761882086275779e-06
blowpipe,bagpipe,3,4.761882086275779e-06,2.3809410431378898e-05
wessex england,essex england,1,4.761882086275779e-06,4.761882086275779e-06
seattle,cattle,2,4.761882086275779e-06,3.8095056690206234e-05
mountain biking,mountain flying,3,4.761882086275779e-06,1.428564625882734e-05
peppers,puppets,2,4.761882086275779e-06,9.523764172551558e-06
dermatology,gerontology,3,4.761882086275779e-06,4.761882086275779e-06
floors,flowers,2,4.761882086275779e-06,4.7618820862757796e-05
sunflowers,flowers,3,4.761882086275779e-06,4.7618820862757796e-05
auroras,jurors,2,4.761882086275779e-06,4.761882086275779e-06
persecution,perfection,2,4.761882086275779e-06,9.523764172551558e-06
blenders cookery,blenders cooking,3,4.761882086275779e-06,4.761882086275779e-06
fractures,factories,3,4.761882086275779e-06,1.428564625882734e-05
freebsd,trees,3,4.761882086275779e-06,1.428564625882734e-05
citrus,circus,2,9.523764172551558e-06,5.714258503530936e-05
circle,circus,2,4.761882086275779e-06,5.714258503530936e-05
arts and society,art and society,1,4.761882086275779e-06,2.857129251765468e-05
forgery,surgery,2,4.761882086275779e-06,2.3809410431378898e-05
corona calif,coronado calif,2,4.761882086275779e-06,9.523764172551558e-06
mechanics,biomechanics,3,9.523764172551558e-06,9.523764172551558e-06
trumpet,drum set,3,4.761882086275779e-06,4.761882086275779e-06
law examinations,bar examinations,2,4.761882086275779e-06,4.761882086275779e-06
grief,greed,2,4.761882086275779e-06,4.761882086275779e-06
intention logic,induction logic,3,4.761882086275779e-06,4.761882086275779e-06
educational sociology,educational psychology,3,9.523764172551558e-06,2.3809410431378898e-05
shrimps,ships,2,4.761882086275779e-06,9.523764172551558e-06
cooking eggs,cooking herbs,3,4.761882086275779e-06,2.857129251765468e-05
foals,flags,2,4.761882086275779e-06,5.238070294903357e-05
plague,flags,3,4.761882086275779e-06,5.238070294903357e-05
burma siam railroad,burma siam railway,3,4.761882086275779e-06,4.761882086275779e-06
atrazine,ukraine,3,4.761882086275779e-06,4.761882086275779e-06
law theology,man theology,2,4.761882086275779e-06,4.761882086275779e-06
ayla fictitious character,alf fictitious character,2,9.523764172551558e-06,4.761882086275779e-06
alex fictitious character,alf fictitious character,2,4.761882086275779e-06,4.761882086275779e-06
african american physicians,african american musicians,3,4.761882086275779e-06,4.7618820862757796e-05
liturgics,liturgies,1,4.761882086275779e-06,4.761882086275779e-06
advice columns,advice columnists,3,4.761882086275779e-06,4.761882086275779e-06
spotsylvania county va,pittsylvania county va,3,4.761882086275779e-06,4.761882086275779e-06
habad,hand,2,1.428564625882734e-05,1.428564625882734e-05
american students,medical students,3,4.761882086275779e-06,9.523764172551558e-06
public administration,police administration,3,1.428564625882734e-05,1.428564625882734e-05
shrines,shrimps,2,4.761882086275779e-06,4.761882086275779e-06
bacteria,bactria,1,4.761882086275779e-06,4.761882086275779e-06
african american boys,african american gays,2,4.761882086275779e-06,4.761882086275779e-06
tapestry,carpentry,3,4.761882086275779e-06,4.761882086275779e-06
cost,rest,2,4.761882086275779e-06,9.523764172551558e-06
